fold_id,model_type,seed,sample_id,chromosome,motif_start,motif_end,motif_strand,motif_relative_score,strong_hit_080,motif_mass_fraction,top7_motif_recall,weighted_distance_to_motif,circular_control_mass_fraction,motif_mass_enrichment_vs_circular
fold_a,CNN-Aug,42,ENCFF148JKK:7244,chr1,8,15,-,0.8672884316806654,True,0.043456777395910494,0.14285714285714285,124.56078958054601,0.026356462211955353,1.64880920081142
fold_a,CNN-Aug,42,ENCFF148JKK:7839,chr21,166,173,-,0.8629657630149966,True,0.1967827651994468,0.8571428571428571,66.7795300430461,0.021922645401685294,8.976232639529863
fold_a,CNN-Aug,42,ENCFF148JKK:8125,chr1,108,115,-,0.9056192194585888,True,0.042244469726262036,0.0,63.20565600154988,0.026604110834400386,1.5878925625147344
fold_a,CNN-Aug,42,ENCFF148JKK:8151,chr1,100,107,+,0.9698314132220124,True,0.07051592798502883,0.0,63.69045819321341,0.02293790552183013,3.0742095400959095
fold_a,CNN-Aug,42,ENCFF148JKK:8724,chr1,241,248,-,0.8631062706160901,True,0.012043140144467347,0.0,160.14528641095634,0.02596632813274699,0.46379835003622816
fold_a,CNN-Aug,42,ENCFF148JKK:8839,chr1,121,128,+,0.9280384492532245,True,0.07851640192374361,0.0,44.39974015001945,0.026491201581377345,2.963867142173675
fold_a,CNN-Aug,42,ENCFF148JKK:9502,chr1,188,195,-,0.9698314132220124,True,0.35507082959222086,1.0,52.2085760301211,0.02532010762243459,14.023274896257329
fold_a,CNN-Aug,42,ENCFF148JKK:9668,chr16,110,117,-,0.8978698624752371,True,0.26633076575644815,0.7142857142857143,47.84497080694944,0.017592393647872736,15.138972620059166
fold_a,CNN-RCPS,42,ENCFF148JKK:10557,chr17,90,97,-,0.8342254144890079,True,0.19243021164901314,0.7142857142857143,64.39566517519236,0.021316062356728567,9.027474607113408
fold_a,CNN-RCPS,42,ENCFF148JKK:11004,chr1,167,174,+,0.9698314132220124,True,0.14648808496046697,0.2857142857142857,57.43374123551427,0.02188206028652041,6.694437500051366
fold_a,CNN-RCPS,42,ENCFF148JKK:11815,chr1,128,135,+,0.9698314132220124,True,0.36379866992478865,0.7142857142857143,47.58907602584026,0.019449686364238845,18.704603411687238
fold_a,CNN-RCPS,42,ENCFF148JKK:11989,chr1,74,81,-,0.9698314132220124,True,0.3769078653112241,1.0,46.327737902739564,0.020304693603505203,18.56259802148201
fold_a,CNN-RCPS,42,ENCFF148JKK:12238,chr1,109,116,+,0.9698314132220124,True,0.44184708361131736,0.8571428571428571,26.10912755418411,0.02027037939042886,21.797672115596708
fold_a,CNN-RCPS,42,ENCFF148JKK:1274,chr1,20,27,+,0.718938163499549,False,0.052385704961870574,0.14285714285714285,99.78865181223772,0.019873888307578594,2.6359061775492676
fold_a,CNN-RCPS,42,ENCFF148JKK:13217,chr17,52,59,-,0.8643940012669953,True,0.008789353167417108,0.0,106.00065236645803,0.04429482737289568,0.1984284325892954
fold_a,CNN-RCPS,42,ENCFF148JKK:13351,chr1,66,73,-,0.8643940012669953,True,0.008434906208974103,0.0,75.6107131706914,0.027434673309068833,0.30745422458469196
fold_a,CNN-RCPS,42,ENCFF148JKK:13583,chr1,122,129,-,0.9698314132220124,True,0.037225809095945174,0.0,35.82178512426316,0.0350712557598712,1.0614335953872296
fold_a,CNN-RCPS,42,ENCFF148JKK:13765,chr1,186,193,-,0.8625646014227104,True,0.08747115326972073,0.0,63.09806530861588,0.024432569792319635,3.5801045085817065
fold_a,CNN-RCPS,42,ENCFF148JKK:13971,chr16,161,168,-,0.8978698624752371,True,0.08727628685840425,0.0,62.29388795024528,0.025991184536613872,3.3579187872510325
fold_a,CNN-RCPS,42,ENCFF148JKK:1407,chr1,63,70,-,0.7585592931454146,False,0.025570403618948172,0.0,73.14145663437432,0.02018746082727358,1.2666478383651971
fold_a,CNN-RCPS,42,ENCFF148JKK:14272,chr1,147,154,+,0.9698314132220124,True,0.49754834268930376,1.0,31.53710722770022,0.021715756550641986,22.911858563573492
fold_a,CNN-RCPS,42,ENCFF148JKK:14328,chr1,118,125,+,0.9698314132220124,True,0.37472375162346955,0.7142857142857143,24.11169633957686,0.022337822070389066,16.77530380726785
fold_a,CNN-RCPS,42,ENCFF148JKK:14545,chr16,92,99,+,0.9698314132220124,True,0.0006096505020569304,0.0,75.0089328311791,0.021771785868831293,0.02800186010141282
fold_a,CNN-RCPS,42,ENCFF148JKK:1753,chr17,247,254,+,0.7227918043219376,False,0.12339904513219502,0.14285714285714285,120.68053225233501,0.022531807155645088,5.476659918122848
fold_a,CNN-RCPS,42,ENCFF148JKK:1923,chr17,71,78,-,0.7770393947166989,False,0.035489642539175366,0.0,87.17057394235493,0.025614884397084738,1.3855085968381136
fold_a,CNN-RCPS,42,ENCFF148JKK:1953,chr1,49,56,+,0.7774522387332831,False,0.03181622747216979,0.14285714285714285,67.47589225490756,0.03210908761486191,0.9908792131933214
fold_a,CNN-RCPS,42,ENCFF148JKK:2417,chr1,0,7,-,0.8828598264768451,True,0.04518267636254206,0.0,130.1952497797874,0.026932659633683527,1.677616580652659
fold_a,CNN-RCPS,42,ENCFF148JKK:2538,chr16,50,57,-,0.893134349792984,True,0.14203442303266484,0.2857142857142857,72.29787876538174,0.025482267823992225,5.5738533168910385
fold_a,CNN-RCPS,42,ENCFF148JKK:2883,chr1,150,157,+,0.8397698382294303,True,0.10653063528680402,0.2857142857142857,50.73212850198566,0.021831045925884474,4.879776976717985
fold_a,CNN-RCPS,42,ENCFF148JKK:3628,chr1,31,38,-,0.8629657630149966,True,0.36282067293748693,0.8571428571428571,53.341153809946576,0.018822252162543712,19.27615621150269
fold_a,CNN-RCPS,42,ENCFF148JKK:4248,chr1,198,205,+,0.8778326924731494,True,0.01060946472705975,0.0,114.72189828176539,0.02988406379703796,0.3550208164162511
fold_a,CNN-RCPS,42,ENCFF148JKK:4285,chr17,78,85,+,0.8978698624752371,True,0.0120844295634299,0.0,120.52011578593331,0.028044748108332317,0.4308981316840397
fold_a,CNN-RCPS,42,ENCFF148JKK:4717,chr1,105,112,-,0.9698314132220124,True,0.2129973632128898,0.2857142857142857,73.30373242763058,0.02690326649256964,7.917156203753813
fold_a,CNN-RCPS,42,ENCFF148JKK:4723,chr17,35,42,+,0.8547098789468857,True,0.11383769832416826,0.14285714285714285,80.55284431995754,0.02600037499379021,4.378309864813744
fold_a,CNN-RCPS,42,ENCFF148JKK:498,chr16,239,246,+,0.7618510197256483,False,0.016350523568041567,0.0,114.63515156816906,0.030089387974186643,0.5433983430327165
fold_a,CNN-RCPS,42,ENCFF148JKK:5086,chr1,221,228,-,0.9698314132220124,True,0.4297622892226681,1.0,42.64346226323229,0.021870078783473666,19.650696894033235
fold_a,CNN-RCPS,42,ENCFF148JKK:5088,chr17,94,101,-,0.8978698624752371,True,0.48068244937374816,0.8571428571428571,30.801737401670668,0.019591468971187742,24.53529391188917
fold_a,CNN-RCPS,42,ENCFF148JKK:5573,chr16,195,202,-,0.8547098789468857,True,0.09980006715576192,0.14285714285714285,77.08547042565333,0.02099800943742548,4.752834665265214
fold_a,CNN-RCPS,42,ENCFF148JKK:5610,chr17,40,47,-,0.8494137894800587,True,0.028642112887918122,0.0,79.51975155149961,0.022628830417000895,1.2657354516386974
fold_a,CNN-RCPS,42,ENCFF148JKK:6602,chr17,166,173,+,0.8625646014227104,True,0.4932930963834553,1.0,37.67690950911175,0.01895526017867677,26.024074147944045
fold_a,CNN-RCPS,42,ENCFF148JKK:7244,chr1,8,15,-,0.8672884316806654,True,0.07568476612037521,0.0,109.0361958789165,0.02497062222297858,3.0309523505076386
fold_a,CNN-RCPS,42,ENCFF148JKK:7839,chr21,166,173,-,0.8629657630149966,True,0.217121913325074,0.7142857142857143,56.60295808380498,0.019253067098089518,11.277263628641226
fold_a,CNN-RCPS,42,ENCFF148JKK:8125,chr1,108,115,-,0.9056192194585888,True,0.2396749120721096,0.7142857142857143,39.3182873715952,0.024961200440384343,9.601898460153514
fold_a,CNN-RCPS,42,ENCFF148JKK:8151,chr1,100,107,+,0.9698314132220124,True,0.061750877725856176,0.14285714285714285,54.2758667800069,0.025071880413720056,2.462953584130224
fold_a,CNN-RCPS,42,ENCFF148JKK:8724,chr1,241,248,-,0.8631062706160901,True,0.020110782316018434,0.0,177.37505851994288,0.0265397741046226,0.7577601164478491
fold_a,CNN-RCPS,42,ENCFF148JKK:8839,chr1,121,128,+,0.9280384492532245,True,0.02675734831927455,0.0,46.57476264600857,0.03164026625586299,0.845673930266512
fold_a,CNN-RCPS,42,ENCFF148JKK:9502,chr1,188,195,-,0.9698314132220124,True,0.5629690387699047,1.0,28.475814507050544,0.020181671170307596,27.895065478927048
fold_a,CNN-RCPS,42,ENCFF148JKK:9668,chr16,110,117,-,0.8978698624752371,True,0.2033435590008929,0.42857142857142855,50.26948239065894,0.01824326743441669,11.146224750138604
fold_a,CNN-Raw,42,ENCFF148JKK:10557,chr17,90,97,-,0.8342254144890079,True,0.2376767911243548,0.7142857142857143,64.82834330842178,0.02662841619497911,8.925682601024151
fold_a,CNN-Raw,42,ENCFF148JKK:11004,chr1,167,174,+,0.9698314132220124,True,0.24278822476995976,0.8571428571428571,50.03775985092941,0.024374305508752553,9.960826358017753
fold_a,CNN-Raw,42,ENCFF148JKK:11815,chr1,128,135,+,0.9698314132220124,True,0.38733885137967444,1.0,41.26699254041699,0.020267022313255285,19.111778997072616
fold_a,CNN-Raw,42,ENCFF148JKK:11989,chr1,74,81,-,0.9698314132220124,True,0.19195585461226172,0.7142857142857143,57.56742194838475,0.026204987928573776,7.325164779143214
fold_a,CNN-Raw,42,ENCFF148JKK:12238,chr1,109,116,+,0.9698314132220124,True,0.3523489230097071,0.7142857142857143,30.506751292809767,0.02160871723914265,16.305869483610632
fold_a,CNN-Raw,42,ENCFF148JKK:1274,chr1,20,27,+,0.718938163499549,False,0.08103826711564857,0.14285714285714285,98.81843259193091,0.017263842294423994,4.694103765175318
fold_a,CNN-Raw,42,ENCFF148JKK:13217,chr17,52,59,-,0.8643940012669953,True,0.02489611339501097,0.0,111.04199935122405,0.03925776475105394,0.6341704259752229
fold_a,CNN-Raw,42,ENCFF148JKK:13351,chr1,66,73,-,0.8643940012669953,True,0.02005836312660237,0.0,76.40735829833507,0.03079802433338671,0.6512873328974557
fold_a,CNN-Raw,42,ENCFF148JKK:13583,chr1,122,129,-,0.9698314132220124,True,0.07525830958236047,0.0,34.12341756213893,0.03200688641877787,2.351316169829245
fold_a,CNN-Raw,42,ENCFF148JKK:13765,chr1,186,193,-,0.8625646014227104,True,0.046890442174251215,0.14285714285714285,69.02144931402513,0.01994756608797709,2.3506848889455885
fold_a,CNN-Raw,42,ENCFF148JKK:13971,chr16,161,168,-,0.8978698624752371,True,0.08242992446505472,0.0,69.42061102935976,0.027707451830573063,2.9750092130124925
fold_a,CNN-Raw,42,ENCFF148JKK:1407,chr1,63,70,-,0.7585592931454146,False,0.021678192065233665,0.0,64.72831586740898,0.025199865665989384,0.8602503026232917
fold_a,CNN-Raw,42,ENCFF148JKK:14272,chr1,147,154,+,0.9698314132220124,True,0.3718080831702748,0.8571428571428571,46.69136425821986,0.02306161938001109,16.122375321680295
fold_a,CNN-Raw,42,ENCFF148JKK:14328,chr1,118,125,+,0.9698314132220124,True,0.21341083492428473,0.7142857142857143,35.56522609888407,0.022658959878745076,9.41838619540837
fold_a,CNN-Raw,42,ENCFF148JKK:14545,chr16,92,99,+,0.9698314132220124,True,0.04436847975940278,0.0,69.87745609481802,0.023631231989575837,1.8775356180741873
fold_a,CNN-Raw,42,ENCFF148JKK:1753,chr17,247,254,+,0.7227918043219376,False,0.08623080345362955,0.14285714285714285,114.05875957114272,0.029947648032907566,2.8793848304506584
fold_a,CNN-Raw,42,ENCFF148JKK:1923,chr17,71,78,-,0.7770393947166989,False,0.018291558461043734,0.0,67.24132214338461,0.023891977882381496,0.7655941484247044
fold_a,CNN-Raw,42,ENCFF148JKK:1953,chr1,49,56,+,0.7774522387332831,False,0.027055154209375407,0.0,69.66344066876154,0.0316907420273853,0.8537242260214642
fold_a,CNN-Raw,42,ENCFF148JKK:2417,chr1,0,7,-,0.8828598264768451,True,0.012937794148040974,0.0,128.8427042130214,0.028880742575936022,0.4479730434224011
fold_a,CNN-Raw,42,ENCFF148JKK:2538,chr16,50,57,-,0.893134349792984,True,0.05301864436125112,0.0,80.59307677777906,0.02717804729886463,1.950789318240166
fold_a,CNN-Raw,42,ENCFF148JKK:2883,chr1,150,157,+,0.8397698382294303,True,0.08738914033476751,0.14285714285714285,54.70178781486912,0.023332158059712754,3.745437524943776
fold_a,CNN-Raw,42,ENCFF148JKK:3628,chr1,31,38,-,0.8629657630149966,True,0.3119868961975975,0.8571428571428571,51.164300640414424,0.0199984245434933,15.60057371114795
fold_a,CNN-Raw,42,ENCFF148JKK:4248,chr1,198,205,+,0.8778326924731494,True,0.015375193943404733,0.0,112.21474080009231,0.031941301759608146,0.4813577749310038
fold_a,CNN-Raw,42,ENCFF148JKK:4285,chr17,78,85,+,0.8978698624752371,True,0.04806202364406977,0.0,92.26602743284953,0.025198456979002595,1.9073399487960299
fold_a,CNN-Raw,42,ENCFF148JKK:4717,chr1,105,112,-,0.9698314132220124,True,0.1712264228210421,0.2857142857142857,67.39242946760332,0.025156872700308308,6.8063477070798095
fold_a,CNN-Raw,42,ENCFF148JKK:4723,chr17,35,42,+,0.8547098789468857,True,0.09541525319182242,0.14285714285714285,76.73980391818588,0.023004729410450772,4.147636405080966
fold_a,CNN-Raw,42,ENCFF148JKK:498,chr16,239,246,+,0.7618510197256483,False,0.011237204514877771,0.0,124.52804777150266,0.029258577113239953,0.38406531087913925
fold_a,CNN-Raw,42,ENCFF148JKK:5086,chr1,221,228,-,0.9698314132220124,True,0.367735998967068,1.0,46.55823059560964,0.023439344101549655,15.688834865594883
fold_a,CNN-Raw,42,ENCFF148JKK:5088,chr17,94,101,-,0.8978698624752371,True,0.30512949195291517,0.8571428571428571,38.3278570883073,0.026578666335452562,11.480240885747952
fold_a,CNN-Raw,42,ENCFF148JKK:5573,chr16,195,202,-,0.8547098789468857,True,0.09404481224966807,0.14285714285714285,79.0027126023409,0.020080275650285802,4.6834422936982705
fold_a,CNN-Raw,42,ENCFF148JKK:5610,chr17,40,47,-,0.8494137894800587,True,0.022156814975971308,0.0,98.99125564795129,0.020287161227343246,1.092159456302251
fold_a,CNN-Raw,42,ENCFF148JKK:6602,chr17,166,173,+,0.8625646014227104,True,0.4535262589401304,1.0,38.64931745292151,0.022075054759346596,20.544739928588715
fold_a,CNN-Raw,42,ENCFF148JKK:7244,chr1,8,15,-,0.8672884316806654,True,0.04501063737167075,0.14285714285714285,128.87988748600867,0.024180135280904208,1.861471693552394
fold_a,CNN-Raw,42,ENCFF148JKK:7839,chr21,166,173,-,0.8629657630149966,True,0.15501771261652708,0.5714285714285714,68.39856550152423,0.022553036449947925,6.873474131102423
fold_a,CNN-Raw,42,ENCFF148JKK:8125,chr1,108,115,-,0.9056192194585888,True,0.052621334299176224,0.0,57.53786761860475,0.02603484209071936,2.0211889173675512
fold_a,CNN-Raw,42,ENCFF148JKK:8151,chr1,100,107,+,0.9698314132220124,True,0.004040036054345238,0.0,61.21582101360803,0.02362332572185381,0.17101893704186716
fold_a,CNN-Raw,42,ENCFF148JKK:8724,chr1,241,248,-,0.8631062706160901,True,0.002813107095569775,0.0,160.54331175406972,0.02263994827103813,0.12425413087928329
fold_a,CNN-Raw,42,ENCFF148JKK:8839,chr1,121,128,+,0.9280384492532245,True,0.056718886569192106,0.14285714285714285,38.179048660049,0.027244535293006494,2.081844522550968
fold_a,CNN-Raw,42,ENCFF148JKK:9502,chr1,188,195,-,0.9698314132220124,True,0.40463297474909227,0.8571428571428571,40.16888215686859,0.023524552424252027,17.20045369840688
fold_a,CNN-Raw,42,ENCFF148JKK:9668,chr16,110,117,-,0.8978698624752371,True,0.24602382604239909,0.7142857142857143,40.95328687318128,0.016265746015318612,15.125271586725928
fold_a,CNN-Aug,123,ENCFF148JKK:10557,chr17,90,97,-,0.8342254144890079,True,0.10205892864610633,0.2857142857142857,64.7393357135186,0.025353662119794774,4.025411720164253
fold_a,CNN-Aug,123,ENCFF148JKK:11004,chr1,167,174,+,0.9698314132220124,True,0.07191942093539565,0.0,59.10445208476707,0.022401015026468792,3.210542953094601
fold_a,CNN-Aug,123,ENCFF148JKK:11815,chr1,128,135,+,0.9698314132220124,True,0.2995105827640656,0.8571428571428571,46.93231457957739,0.024738378627840122,12.107122591575255
fold_a,CNN-Aug,123,ENCFF148JKK:11989,chr1,74,81,-,0.9698314132220124,True,0.1321404914197166,0.8571428571428571,62.0891943026264,0.02427134788602398,5.444299675495412
fold_a,CNN-Aug,123,ENCFF148JKK:12238,chr1,109,116,+,0.9698314132220124,True,0.3800265102974871,0.8571428571428571,33.9235162429521,0.01994127629527523,19.057281222643123
fold_a,CNN-Aug,123,ENCFF148JKK:1274,chr1,20,27,+,0.718938163499549,False,0.06066783671431819,0.0,101.79297433973365,0.019175452780286192,3.1638281197036084
fold_a,CNN-Aug,123,ENCFF148JKK:13217,chr17,52,59,-,0.8643940012669953,True,0.017353131126170526,0.0,86.44391509313654,0.03903538616462261,0.44454872440579307
fold_a,CNN-Aug,123,ENCFF148JKK:13351,chr1,66,73,-,0.8643940012669953,True,0.012604892015328502,0.0,80.50728649532918,0.028242914049396377,0.44630281398310245
fold_a,CNN-Aug,123,ENCFF148JKK:13583,chr1,122,129,-,0.9698314132220124,True,0.12060151902810119,0.14285714285714285,38.37534510118448,0.0282415305469344,4.27036058926319
fold_a,CNN-Aug,123,ENCFF148JKK:13765,chr1,186,193,-,0.8625646014227104,True,0.05155438741389332,0.0,72.14429108460584,0.022802517952243972,2.2609076559819092
fold_a,CNN-Aug,123,ENCFF148JKK:13971,chr16,161,168,-,0.8978698624752371,True,0.08909569383826334,0.0,62.71053387015137,0.022272876681999787,4.00018799144466
fold_a,CNN-Aug,123,ENCFF148JKK:1407,chr1,63,70,-,0.7585592931454146,False,0.08137081211052546,0.0,65.34141378332737,0.02565285880172219,3.1719978166746343
fold_a,CNN-Aug,123,ENCFF148JKK:14272,chr1,147,154,+,0.9698314132220124,True,0.2891190831432115,0.8571428571428571,45.21847145494901,0.02518302005487038,11.480715280107798
fold_a,CNN-Aug,123,ENCFF148JKK:14328,chr1,118,125,+,0.9698314132220124,True,0.2680762063727094,0.7142857142857143,34.23765052643301,0.02447769235498313,10.951857817517462
fold_a,CNN-Aug,123,ENCFF148JKK:14545,chr16,92,99,+,0.9698314132220124,True,0.08975062505529241,0.0,66.9104466304618,0.021343099767496675,4.205135431732053
fold_a,CNN-Aug,123,ENCFF148JKK:1753,chr17,247,254,+,0.7227918043219376,False,0.06286432456553002,0.2857142857142857,104.43272261827195,0.02826577863459571,2.2240436174854796
fold_a,CNN-Aug,123,ENCFF148JKK:1923,chr17,71,78,-,0.7770393947166989,False,0.026018047379658966,0.0,62.531008671432495,0.024413673364096125,1.0657162071285147
fold_a,CNN-Aug,123,ENCFF148JKK:1953,chr1,49,56,+,0.7774522387332831,False,0.05818975556889442,0.14285714285714285,67.44354749424966,0.029086295113074114,2.000590152258287
fold_a,CNN-Aug,123,ENCFF148JKK:2417,chr1,0,7,-,0.8828598264768451,True,0.03341450933375852,0.0,115.94156436756134,0.027878828456078423,1.1985621772593946
fold_a,CNN-Aug,123,ENCFF148JKK:2538,chr16,50,57,-,0.893134349792984,True,0.0348411469956827,0.0,79.38338499238127,0.02656077215728833,1.31175203752961
fold_a,CNN-Aug,123,ENCFF148JKK:2883,chr1,150,157,+,0.8397698382294303,True,0.11070997110950666,0.14285714285714285,44.607357044745534,0.02118082771345143,5.2268954078313685
fold_a,CNN-Aug,123,ENCFF148JKK:3628,chr1,31,38,-,0.8629657630149966,True,0.3301096036911632,0.8571428571428571,65.15449549634138,0.020545404333743425,16.06732086304073
fold_a,CNN-Aug,123,ENCFF148JKK:4248,chr1,198,205,+,0.8778326924731494,True,0.05909095401558658,0.2857142857142857,84.7615578899061,0.0267917918328912,2.2055618520834805
fold_a,CNN-Aug,123,ENCFF148JKK:4285,chr17,78,85,+,0.8978698624752371,True,0.019400988707969618,0.0,92.2352095506189,0.03090706033411811,0.6277202845640091
fold_a,CNN-Aug,123,ENCFF148JKK:4717,chr1,105,112,-,0.9698314132220124,True,0.23547986432396634,0.2857142857142857,66.32284897129122,0.024674248242501903,9.543547670009552
fold_a,CNN-Aug,123,ENCFF148JKK:4723,chr17,35,42,+,0.8547098789468857,True,0.08626014356657229,0.14285714285714285,72.81671549629999,0.023263374919338192,3.7079806290215718
fold_a,CNN-Aug,123,ENCFF148JKK:498,chr16,239,246,+,0.7618510197256483,False,0.008335554512587807,0.0,129.35940528754102,0.027220573016314774,0.3062225952257454
fold_a,CNN-Aug,123,ENCFF148JKK:5086,chr1,221,228,-,0.9698314132220124,True,0.34912537879425354,0.7142857142857143,65.83491697664822,0.02591840843793231,13.47017042463529
fold_a,CNN-Aug,123,ENCFF148JKK:5088,chr17,94,101,-,0.8978698624752371,True,0.29781833458001494,0.8571428571428571,39.474118661988534,0.021604001488181195,13.785332071141594
fold_a,CNN-Aug,123,ENCFF148JKK:5573,chr16,195,202,-,0.8547098789468857,True,0.13833225420146533,0.14285714285714285,67.24140307521941,0.0220598859816364,6.2707601624332545
fold_a,CNN-Aug,123,ENCFF148JKK:5610,chr17,40,47,-,0.8494137894800587,True,0.05977737367439063,0.14285714285714285,84.79085237037926,0.019840818376327292,3.0128481870341046
fold_a,CNN-Aug,123,ENCFF148JKK:6602,chr17,166,173,+,0.8625646014227104,True,0.4302295979781735,1.0,45.62419154717562,0.023100744387666648,18.624057768799457
